,text,labels,article_name
0,"In plaats van het in reserve houden van gas, ontvangt de Gasunie nu per kubieke meter 'geleased' gas een bepaald bedrag. Het gas wordt via het bestaande leidingermet rechtstreeks naar Oost-Duitsland getransporteerd. De vraag naar gas is in dit gedeelte van de Bondsrepubliek sterk toegenomen vanwege het schone' karakter van de brandstof. Traditioneel werd in de voormalige DDR sterk vervuilende bruinkool gestookt.",0,DDD_010646635_0576_articletext.xml
1,"In plaats van het in reserve houden van gas, ontvangt de Gasunie nu per kubieke meter 'geleased' gas een bepaald bedrag. Het gas wordt via het bestaande leidingermet rechtstreeks naar Oost-Duitsland getransporteerd. De vraag naar gas is in dit gedeelte van de Bondsrepubliek sterk toegenomen vanwege het schone' karakter van de brandstof. Traditioneel werd in de voormalige DDR sterk vervuilende bruinkool gestookt.",0,DDD_010646635_0576_articletext.xml
2,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",0,DDD_010646635_0576_articletext.xml
3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",0,DDD_010646635_0576_articletext.xml
4,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",0,DDD_011020295_0674_articletext.xml
5,"Ofschoon vele mensen graag zouden zien dat de beide bestaande kerncentrales in Dodewaard en Borssele worden gesloten, zou daar in een te houden referendum geen meerderheid voor te vinden zijn. Vóór sluiting stemt 45 procent, maar 48 procent is daar tegen. Ofschoon bijna 70 pro cent van de bevolking niet bijzonder gelukkig is met het gebruik van steenkool als alternatief voor kernenergie, is een groot deel van de bevolking (66 procent) bereid deze brandstof te aanvaarden onder voorwaarde van voldoende milieubeschermende maatregelen. Een vijfde van de ondervraagde mensen vindt kolen hoe dan ook onaanvaardbaar.",2,DDD_010623624_0065_articletext.xml
6,Drt blijkt uit een meting van de werkgroep Ener- Sic- en Milieuonderzoek van de Rijksuniversiteit in Leiden. Zij voerde dit onderzoek naar de houding van het publiek ten aanzien van kernenergie en kolen voor de elektriciteitsvoorziening uit in opdracht van het ministerie van Vrom. De peiling geeft aan dat de bevolking nauw betrokken wil zijn bij een mogelijke beleidsbeslissing over kernenergie.,1,DDD_010623624_0065_articletext.xml
7,Drt blijkt uit een meting van de werkgroep Ener- Sic- en Milieuonderzoek van de Rijksuniversiteit in Leiden. Zij voerde dit onderzoek naar de houding van het publiek ten aanzien van kernenergie en kolen voor de elektriciteitsvoorziening uit in opdracht van het ministerie van Vrom. De peiling geeft aan dat de bevolking nauw betrokken wil zijn bij een mogelijke beleidsbeslissing over kernenergie.,0,DDD_010623624_0065_articletext.xml
8,Drt blijkt uit een meting van de werkgroep Ener- Sic- en Milieuonderzoek van de Rijksuniversiteit in Leiden. Zij voerde dit onderzoek naar de houding van het publiek ten aanzien van kernenergie en kolen voor de elektriciteitsvoorziening uit in opdracht van het ministerie van Vrom. De peiling geeft aan dat de bevolking nauw betrokken wil zijn bij een mogelijke beleidsbeslissing over kernenergie.,0,DDD_010623624_0065_articletext.xml
9,"LEIDEN - Als op dit moment een referendum zou worden gehouden over de bouw van nieuwe kerncentrales, kunnen de voorstanders het wel vergeten. Verreweg de meerderheid van de bevolking (84 procent) is {«gen uitbreiding van Kernenergie. Het gebruik van steenkool voor de opwekking van elektriciteit is evenmin populair. ue meeste mensen (69 Procent van de bevol- Klng) zijn ook daar niet enthousiast over.",0,DDD_010623624_0065_articletext.xml
10,"LEIDEN - Als op dit moment een referendum zou worden gehouden over de bouw van nieuwe kerncentrales, kunnen de voorstanders het wel vergeten. Verreweg de meerderheid van de bevolking (84 procent) is {«gen uitbreiding van Kernenergie. Het gebruik van steenkool voor de opwekking van elektriciteit is evenmin populair. ue meeste mensen (69 Procent van de bevol- Klng) zijn ook daar niet enthousiast over.",0,DDD_010623624_0065_articletext.xml
11,"LEIDEN - Als op dit moment een referendum zou worden gehouden over de bouw van nieuwe kerncentrales, kunnen de voorstanders het wel vergeten. Verreweg de meerderheid van de bevolking (84 procent) is {«gen uitbreiding van Kernenergie. Het gebruik van steenkool voor de opwekking van elektriciteit is evenmin populair. ue meeste mensen (69 Procent van de bevol- Klng) zijn ook daar niet enthousiast over.",0,DDD_010623624_0065_articletext.xml
12,"Vooral door verbranding van kolen, gas en olie ontstaat kooldioxyde, welke stof het meest bijdraagt aan he broeikaseffect. Energiebespa* ring moet de oplossing bic den. Een meerderheid van d' raad vindt dat de besparing verder moet gaan dan voorgesteld in de regeringsnota's NMP Plus en iVota Energiebesparing, namelijk een vermindering met twee procent!",0,DDD_010646417_0400_articletext.xml
13,"Duitse onderzoekers hebben vastgesteld dat het ijs op Groenland drie kilometer dik is. In 1989 begonnen medewerkers van de universiteiten van Münster en Braunschweig met een boring in het ijs. Nu hebben zij de rotsbodem bereikt op 3029 meter diepte. Naast deze boring doen de onderzoekers van beide universiteiten, evenals de Utrechtse universiteit, al enkele jaren metingen naar de hoeveelheid sneeuw en ijs die er jaarlijks bijkomt. Zo wil men de samenhang tussen de ijsafzetting en mogelijke klimaatveranderingen bestuderen. Het broeikaseffect staat erg in de belangstelling. Het gaat hier om • opwarming van de aarde door de uitstoot van gassen die onder andere vrijkomen bij de verbranding van gas, olie of kolen. Door deze opwarming zouden de poolkappen kunnen smelten, is een veronderstelling. Maar smelt het ijs en hoe ging dit in het verleden? Dat zijn vragen die men met het onderzoek op Groenland hoopt te beantwoorden. Er is een aanzienlijke hoeveelheid ijs op Groenland. Het gaat om 28 miljoen kubieke kilometer. Indien alle ijs op Groenland smelt, zou de zeespiegel maar liefst zeven meter stijgen. Welke invloed hebben de klimaatveranderingen uit het verleden op de ijsafzettingen in Groenland gehad? Om deze vraag te kunnen beantwoorden moet men precies weten hoeveel sneeuw er jaarlijks is neergekomen en hoeveel er gesmolten is. In de winter verhardt . de sneeuw tot ijs. Op die manier worden de gebeurtenissen van het betreffende jaar als het ware ingevroren gecatalogiseerd. Aan de hand van de boring die de onderzoekers hebben uitgevoerd, kan men 200.000 jaar klimaatgeschiedenis van Groenland reconstrueren. In het ijs zitten gasbellen en stofdeeltjes. Met behulp daarvan kan men de overgang van een warme naar een koude periode vaststellen die 11.000 jaar geleden plaatsvond binnen een korte periode. Ook treft men stofdeeltjes aan van vulkaanuitbarstingen van lang geleden, zoals van de krater Santorini, in het jaar 1645 voor Christus. Naarmate men dieper komt, zijn de 'ijs-jaarringen' steeds dunner door de enorme druk van het bovengelegen ijs. Aan de oppervlakte gaat het om een ijsafzetting van rond dertig centimeter per jaar. De diepste gelegen 700 meter bevatten een periode van 160.000 jaar. De metingen naar de sneeuw- en ijsafzettingen vinden uitsluitend in de zomer plaats. De afgelopen tijd zijn verschillende meetpunten uit eerder onderzoek in 1959 opgegraven. Het ging hier om lange aluminiumpijpen van soms wel twintig meter lengte die in het ijs waren vastgezet. ""Wij deden hard veldwerk onder zeer moeilijke omstandigheden"", zegt professor dr. D. Möller van het Instituut voor Meetkunde van de Universiteit Braunsch' weig. ""Voor dit werk en voor het aanleggen van nieuwe meetpunten hebben wij onderzoekers in de paar daarvoor geschikte weken zo'n 200 kilometer afgelegd door onherbergzaam terrein met ijs vol spleten. Soms waren de oude meetpunten al ondergesneeuwd. Met speciale apparatuur hebben we ze opgezocht en opgegraven, ook al lagen ze vier meter diep"". De eerste resultaten van het on' derzoek van deze zomer laten zien dat de toename van sneeuw op Groenland de afgelopen tientallen jaren redelijk gelijkmatig was: het gaat om vijftien tot dertig centimeter sneeuw per jaar. Op grond van deze eerste gegevens zijn er geen aanwijzingen dat de sneeuwhoeveelheid verandert onder invloed van het klimaat. Een mogelijk broeikaseffect is op Groenland nog niet vastgesteld.",0,DDD_011020094_0491_articletext.xml
14,"Wie eveneens na jaren van ellende opeens weer wat ruimer ademhalen, zijn de steenkoolmijnen van Zuid-Afrika. Door de stijgende olieprijs zullen veel energiecentrales in de wereld overgaan op steenkool als brandstof. Dat zal tot gevolg hebben, zo luidt hier althans de redenering, dat er spoedig een einde komt aan de Europese boycot op de invoer van steenkool uit Zuid-Afrika.",2,DDD_010646175_0412_articletext.xml
15,"De stralingsdosis die mensen van nature en door kunstmatige bronnen jaarlijks oplopen, kan in de toekomst groter worden als gevolg van het storten van afval, zoals vliegas en bepaalde gebruiksgoederen. Dit meldde de Nederlandse onderzoekorganisatie TNO op een wetenschappelijke conferentie in Karlsruhe. Volgens TNO zal er meer onderzoek moeten worden verricht naar het aandeel dat de grond heeft in de totale stralingsbelasting. Van de totale blootstelling aan radioactiviteit in Nederland is 80 percent afkomstig van natuurlijke bronnen. De rest wordt veroorzaakt door menselijke activiteiten. Daaronder vallen de opwekking van kernenergie, bestraling in ziekenhuizen en laboratoria, steenkoolcentrales en andere industrieën. Bij de verbranding van steenkool, dat van nature radionucliden bevat, ontstaat vliegas dat eveneens radio-actief is. Dit wordt gestort of gebruikt voor wegenaanleg. Kunstmestfabrieken, ijzer- en staalindustrieën en produktiebedrijven van bouwmaterialen gaan om met grondstoffen die eveneens radionucliden bevatten. Hetzelfde geldt voor sommige gebruiksgoederen, zoals lichtgevende verf, onstekers van tl-buizen en andere lichtbronnen. TNO schat dat ongeveer 30 percent van de totale stralingsbelasting afkomstig is van in de natuur voorkomende radionucliden in de grond. Het uit de bodem komende radongas concentreert zich in de kruipruimten onder de huizen. Van daaruit dringt het via kleine openingen en spleten door in de leefruimten. Onderzoek toont aan dat ventilatie van de kruipruimten en isolatie van de vloeren in dit geval de moeite waard zijn.",0,DDD_010963647_0355_articletext.xml
16,Bii de Westduitse stad Lübeck wordt een met steenkool gestookte centrale van 500 megawatt gebouwd die stroom zal leveren aan de DDR en bij de Oostduitse stad Rostock komt eenzelfde centrale te staan. De centrales zullen waarschijnlijk in 1995 beginnen met de elektriciteitsproduktie. De benodigde steenkool wordt geïmporteerd.,2,DDD_010567203_0324_articletext.xml
17,"Dit jaar is het precies 200 jaar geleden dat voor het eerst gasverlichting in een huis werd toegepast. Het was een Schotse ingenieur, William Murdoch, die zijn huis in Cornwall verlichtte met gas, dat hij uit steenkool verkregen had. Het woord 'gas' is in 1610 bedacht door onze landgenoot Johannes van Helmont en is afgeleid van het Griekse woord 'chaos. Tot het midden van de jaren zestig werd voor verlichting meestal gas afkomstig uit steenkolen gebruikt. Dit gas, een mengsel van waterstof en methaan, werd verkregen door steenkolen in een retort te verhitten. Om te voorkomen dat de steenkool verbrandt, gebeurt dit zonder lucht. Het was de Engelsman John Clayton, die deze methode van gaswinning uitvond. Hoewel 'de vader van de gasindustrie', zoals hij wel genoemd wordt, zijn uitvinding in 1684 deed, vond praktische toepassing ervan pas honderd jaar later plaats. Murdoch was niet de eerste die gasverlichting toepaste. Dat was Jan Minkeler, een hoogleraar in Luik. Hij verlichtte zijn collegezaal ermee. Het belang van Murdoch's toepassing bestond hierin, dat hij steenkoolgas voor huizen toepasbaar maakte. In de 19e eeuw verrezen gasfabrieken als paddestoelen uit de grond. Gasverlichting maakte het mogelijk langer te werken en dat was in de jaren van de industriële revolutie van groot belang. Voor de arbeiders werden de toch al lange werkdagen nog langer. Gas maken was een smerige baan en niet zonder gevaar. Veel arbeiders in gasfabrieken stierven aan bronchitis, longontsteking en kanker. Het gas dat we heden ten dage gebruiken, is aardgas. Dit gas geeft tweemaal zoveel warmte als steenkoolgas, is niet giftig en heeft geen reuk. Om veiligheidsredenen is een geurtje toege-",0,DDD_010559878_0088_articletext.xml
