,Unnamed: 0,text,labels,article_name,text_split
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander : de Engelsman Michael Gromm .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,"Hij noemt zich schrijver maar is volgens T ) oze tongen ' een gewone avonturier die iets had met de DDR , geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde ."
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Zijn laatste vinding : de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Opdat het een procedurele klus - van - jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,"Gromm is inmiddels voorzitter van de actiegroep ' Zukunft Guben "" en voert ook de jongerenactiegroep ' Geil auf Horno ' ( Gek op Homo ) aan ."
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen .
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,"Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale , die als de helft van alle centrales in Duitsland op steenkool is aangewezen ."
0,0,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,"De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben ( de oude kern Gubin ligt in Polen , het nieuwere deel in oud - DDR ) ."
